Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Immunologic_signatures	GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN	132	20	0.0006925034092916329	0.048896762464765736	KLF6:CHST15:ANKRD13D:FOXJ2:PLBD1:CTDSP2:SELPLG:NCOR2:HAGH:FHOD1:PIEZO1:SGSH:MXD1:PYGB:TSPO:ARPC4:PLCL2:TKT:FSCN1:TNS3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN
Immunologic_signatures	GSE3982_NKCELL_VS_TH1_UP	86	15	0.0007256378750899013	0.049942680497273545	MUTYH:CHST15:ARAP1:NCAM1:SIPA1L3:LILRA3:NCOA1:MKKS:IFNAR2:AP000295.9:ADARB1:IQSEC1:EPHB1:FAM46A:ASAH1:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE3982_NKCELL_VS_TH1_UP
Immunologic_signatures	GSE29949_DC_BRAIN_VS_MONOCYTE_BONE_MARROW_DN	95	16	0.0007278182092172458	0.049942680497273545	LYST:SWAP70:CASP4:PARP4:KLF12:RPUSD2:BCL3:FTL:FOXN2:CST7:CPNE1:PPM1F:EPHB1:SENP6:CD36:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE29949_DC_BRAIN_VS_MONOCYTE_BONE_MARROW_DN
Cancer_modules	MODULE_45	403	63	4.2058353619307516e-10	1.812715040992154e-07	PIK3CD:CDA:FGR:LAPTM5:CSF3R:MKNK1:HIST2H2BE:CTSS:S100A11:CD247:SELL:RGS2:SRGN:ZMIZ1:LIPA:CHST15:PTPRE:LSP1:ARAP1:CASP4:ARHGDIB:LRMP:SELPLG:LSP1:PLEKHO2:ISG20:IGSF6:ITGAL:ASGR1:CDK5R1:NR1D1:ITGA2B:SLC9A3R1:ANKRD12:ARID3A:LPAR2:CEACAM3:TRIB2:ARHGAP25:GNLY:STAT4:INPP5D:CST7:ITGB2:CSF2RB:IL2RB:SCO2:TYMP:ARPC4:IQSEC1:PLCL2:CCR1:PFKFB4:METAP1:VCAN:GLRX:IRF1:LY86:LST1:GPSM3:PSMB9:HLA-DMA:ASAH1:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_45
Cancer_modules	MODULE_5	256	37	1.3068771156101579e-05	0.002048470929737003	CDA:FGR:LAPTM5:CSF3R:TGFBR3:S100A11:SELL:QSOX1:RGS2:SRGN:LIPA:CASP4:ARHGDIB:PNP:SEC11A:TIMP2:BLVRB:RRAS:CYP27A1:CST7:ITGB2:CSF2RB:TYMP:RFTN1:CCR1:HOPX:MSMO1:VCAN:GLRX:IRF1:LST1:GPSM3:PSMB9:HLA-DMA:CDKN1A:ASAH1:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_5
Cancer_modules	MODULE_84	349	46	1.4258498350837606e-05	0.002048470929737003	RUNX3:FGR:LAPTM5:CSF3R:CTSS:S100A11:CD247:CREG1:SELL:SRGN:LIPA:CHST15:PTPRE:LSP1:PLBD1:ARHGDIB:LRMP:LYZ:SELPLG:LSP1:PLEKHO2:ISG20:IGSF6:ITGAL:CXCL16:SLC9A3R1:TIMP2:GNA15:CEACAM3:TRIB2:GNLY:ARHGAP15:STAT4:CYP27A1:CST7:ITGB2:IL2RB:TYMP:CCR1:VCAN:GLRX:IRF1:LST1:GPSM3:HLA-DMA:CDKN1A:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_84
Cancer_modules	MODULE_117	242	34	5.2961143627413866e-05	0.004581452181065146	E2F2:MPL:CTSS:CD247:HBG2:BDNF:ARHGDIB:LRMP:NFE2:PRKCH:IGSF6:ARSG:MATK:TNFSF14:KIR2DL3:RASGRP3:GNLY:CXCR2:CYP27A1:CD93:KCNJ15:CSF2RB:IL2RB:LGALS2:CCR2:TXK:GUCY1A3:FAM134B:VCAN:ITK:HIST1H3H:LST1:VNN2:CD36	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_117
Cancer_modules	MODULE_46	232	33	5.314909722813394e-05	0.004581452181065146	RUNX3:FGR:CSF3R:CTSS:CD247:CREG1:SELL:KLF6:IRF7:LSP1:PTMS:ARHGDIB:LSP1:ISG20:IGSF6:CDK5R1:TNFSF14:LILRA3:MXD1:TGFA:GNLY:CXCR2:CST7:ADA:ITGB2:CSF2RB:IL2RB:CCR1:CCR2:IRF1:ITK:LY86:LST1:PSMB9	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_46
Cancer_modules	MODULE_75	235	33	6.881340702855975e-05	0.004943096404884876	RUNX3:FGR:CSF3R:CTSS:CD247:CREG1:SELL:KLF6:IRF7:LSP1:PTMS:ARHGDIB:LSP1:ISG20:IGSF6:CDK5R1:TNFSF14:MXD1:TGFA:GNLY:CXCR2:CST7:ADA:ITGB2:CSF2RB:IL2RB:CCR1:CCR2:IRF1:ITK:LY86:LST1:PSMB9:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_75
Cancer_modules	MODULE_27	173	26	0.00013233563440945837	0.008148094061496651	TNFRSF4:CSF3R:MPL:TGFBR3:CD247:PTPRE:PRKCH:IGSF6:ITGAL:ASGR2:ASGR1:CDK5R1:ITGA2B:ITGB3:ITGB3:LILRA3:KIR2DL3:FCAR:CTB-61M7.2:TRIB2:CXCR2:ITGB2:CSF2RB:IL2RB:CCR1:CCR2:EPHB1:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_27
Cancer_modules	MODULE_199	19	7	0.00017629001281462426	0.009497624440387882	CSF3R:MPL:CDK5R1:CSF2RB:IL2RB:EPHB1:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_199
Cancer_modules	MODULE_63	73	14	0.0004008371474863514	0.01681649263684891	TNFRSF4:CSF3R:TGFBR3:ITGAL:ASGR2:ASGR1:ITGA2B:LILRA3:KIR2DL3:FCAR:CTB-61M7.2:ITGB2:CSF2RB:IL2RB:EPHB1	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_63
Cancer_modules	MODULE_64	237	31	0.0004134689643073583	0.01681649263684891	FGR:LAPTM5:CSF3R:CD247:SELL:RGS2:PTPRE:LSP1:LRMP:LSP1:PRKCH:IGSF6:ITGAL:ASGR2:ASGR1:CDK5R1:ITGA2B:SSTR2:GNA15:TNFSF14:TGFA:STAT4:ITGB2:CSF2RB:IL2RB:CCR1:CCR2:PFKFB4:EPHB1:MAK:CDKN1A:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_64
Cancer_modules	MODULE_85	16	6	0.00046820861169880957	0.01681649263684891	CSF3R:MPL:CSF2RB:IL2RB:EPHB1:EPHB4	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_85
Cancer_modules	MODULE_259	16	6	0.00046820861169880957	0.01681649263684891	CSF3R:CDK5R1:CSF2RB:IL2RB:EPHB1:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_259
Cancer_modules	MODULE_15	269	33	0.0008647812075936861	0.028670823113298362	LAPTM5:CSF3R:HIST2H2BE:CREG1:SELL:RGS2:SRGN:ZMIZ1:LIPA:LSP1:ARHGDIB:OAS2:LSP1:PNP:CDK5R1:ITGA2B:SLC9A3R1:GNA15:LPIN1:INPP5D:CST7:ADA:NRIP1:ARPC4:MRPL3:HOPX:METAP1:LRBA:GLRX:LST1:GPSM3:PSMB9:HLA-DMA:CCND3	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_15
Cancer_gene_neighborhoods	GNF2_STAT6	71	15	8.001986645036098e-05	0.0274140014925823	LAPTM5:SELL:LSP1:CASP4:ARHGDIB:ARPC3:LSP1:ADPGK:SEC11A:GMIP:INPP5D:SERP1:GPSM3:LAT2:OSTF1:ZCCHC6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_STAT6
Cancer_gene_neighborhoods	GNF2_ICAM3	37	10	0.00014598598569114286	0.0274140014925823	SELL:CASP4:GMIP:ARHGAP25:ITGB2:IRF1:LST1:GPSM3:SLA:ZCCHC6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_ICAM3
Cancer_gene_neighborhoods	GNF2_CD53	54	12	0.0002485802894453978	0.0274140014925823	PIK3CD:LAPTM5:SELL:LSP1:ARHGDIB:LSP1:CRLF3:WIPF1:INPP5D:GPSM3:PSMB9:OSTF1:ZCCHC6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_CD53
Cancer_gene_neighborhoods	GNF2_CARD15	62	13	0.0002568056345909349	0.0274140014925823	CDA:PPT1:CTSS:RGS2:CHST15:PLBD1:IGSF6:LILRA3:CD93:TYMP:CCR1:VCAN:LST1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_CARD15
Cancer_gene_neighborhoods	GNF2_PECAM1	48	11	0.000337019722872016	0.028781484333270168	PPT1:CTSS:RGS2:CHST15:PLBD1:IGSF6:CD93:ITGB2:TYMP:CCR1:LST1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_PECAM1
Cancer_gene_neighborhoods	GNF2_HCK	84	15	0.0005609742858423032	0.039922670009110574	CDA:FGR:PPT1:CTSS:RGS2:CHST15:PLBD1:IGSF6:GMIP:LILRA3:CD93:ITGB2:TYMP:CCR1:LST1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_HCK
Curated_gene_sets	CHEN_METABOLIC_SYNDROM_NETWORK	668	83	5.5989577046323505e-08	0.00030799866333182564	NIPAL3:LAPTM5:CSF3R:CTSS:S100A11:SLAMF6:CREG1:RGS18:RGS2:PFKP:SRGN:STAMBPL1:LIPA:PTPRE:RNH1:FAM111A:CFL1:PITPNM1:ARAP1:PRCP:PHLDB1:CLEC4C:ARHGDIB:LRMP:SLC48A1:ARHGAP9:LYZ:HAL:TNFSF13B:RAB8B:FES:HAGH:IGSF6:ITGAL:LPCAT2:CXCL16:ASGR1:CRLF3:ADAP2:ABI3:SSTR2:DCXR:ARID3A:KLF1:MYO9B:GMIP:HCST:PLD3:BLVRB:HPCAL1:ARHGAP25:DYSF:ARHGAP15:STAT4:DOCK10:INPP5D:ACSS1:BTG3:IFNAR2:AP000295.9:CSTB:ITGB2:DUSP18:MCM5:CSF2RB:PLXNB2:ARPC4:GLB1:VCAN:GLRX:RGS14:SERPINB6:LY86:GPSM3:TBPL1:FSCN1:LAT2:CD36:CTSB:ASAH1:AZIN1:DOCK8:OSTF1:TLE4	http://www.gsea-msigdb.org/gsea/msigdb/cards/CHEN_METABOLIC_SYNDROM_NETWORK
Curated_gene_sets	LEE_DIFFERENTIATING_T_LYMPHOCYTE	153	28	1.6169160318328409e-06	0.004447327545556229	LAPTM5:CD247:SELL:LAX1:CAMK1D:TBC1D10C:UCP2:ARHGDIB:ARHGAP9:SELPLG:GTF3A:PRKCH:BCL11B:KLF13:ITGAL:SLC9A3R1:ZNF397:ARHGAP25:ARHGAP15:IFNAR2:AP000295.9:ITGB2:ITK:PSMB9:CCND3:PAG1:TMEM71:SLA:DOCK8	http://www.gsea-msigdb.org/gsea/msigdb/cards/LEE_DIFFERENTIATING_T_LYMPHOCYTE
Curated_gene_sets	WALLACE_PROSTATE_CANCER_RACE_UP	194	32	3.1348015819332242e-06	0.005748181167404888	RUNX3:LAPTM5:CTSS:SELL:ITIH5:SRGN:LSP1:UCP2:LYZ:OAS2:LSP1:GPR18:BCL11B:PLEKHO2:ISG20:ITGAL:RASGRP3:ARHGAP25:ARHGAP15:WIPF1:DOCK10:CD93:ITGB2:CSF2RB:TYMP:SEPT11:GLRX:IRF1:ITK:PSMB9:GIMAP6:SLA:TLE4	http://www.gsea-msigdb.org/gsea/msigdb/cards/WALLACE_PROSTATE_CANCER_RACE_UP
Curated_gene_sets	JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	192	31	7.039655212200693e-06	0.009681285830579004	FGR:TGFBR3:SH2D1B:CD247:RGS18:PLBD1:LYZ:GPR18:PNP:BCL11B:ISG20:IGSF6:CXCL16:CDK5R1:SGSH:KLF1:BLVRB:GNLY:CST7:ITGB2:IL2RB:LGALS2:CCR1:FGFBP2:VCAN:ITK:SGK1:CD36:CTSB:SLC25A37:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/JAATINEN_HEMATOPOIETIC_STEM_CELL_DN
Curated_gene_sets	KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	519	62	1.1627271820782531e-05	0.012792324457224941	CLIC4:MUTYH:TM2D1:CTSS:RGS2:SIPA1L2:PTPRE:LSP1:PHF21A:FAM111A:ATG2A:FOXJ2:LRMP:ARHGAP9:MBD6:UHRF1BP1L:SSH1:CCDC92:CHFR:LSP1:MTMR6:NHLRC3:ARHGEF40:RALGAPA1:ARID4A:PCNX:SECISBP2L:RAB8B:HAGH:CARHSP1:N4BP1:NFAT5:SEC14L1:TIMP2:TGIF1:ZNF397:PRAM1:HCST:BLVRB:BCL3:TRIB2:NCOA1:ARHGAP25:MXD1:RBCK1:NCOA3:PREX1:CBS:FAM134B:RGS14:SERPINB6:GPSM3:CDKN1A:HEBP2:FBXL13:DNAJB9:IFRD1:SLC25A37:PAG1:SLA:ST3GAL1:KLF4:NUP214	http://www.gsea-msigdb.org/gsea/msigdb/cards/KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP
Curated_gene_sets	CUI_TCF21_TARGETS_2_DN	427	52	3.6596280101563505e-05	0.033432815481071444	TGFBR3:CTSS:RGS2:YOD1:ITPKB:LYST:SRGN:LIPA:OSBPL5:CLEC4C:SLC48A1:RAP1B:LYZ:PARP4:MTMR6:FNDC3A:SOS2:ARID4A:PRKCH:SECISBP2L:HAGH:CBFA2T3:ZBTB4:ABI3:ARHGEF18:TRIB2:RASGRP3:FOXN2:ZEB2:FAM126B:PCMTD2:RCAN1:IQSEC1:EPHB1:CLOCK:HOPX:LRBA:GUCY1A3:FAM134B:SERPINB6:FAM46A:SGK1:CD36:IFRD1:GIMAP6:DNAJB6:TACC1:PAG1:TP53INP1:TLE4:ZCCHC6:KLF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/CUI_TCF21_TARGETS_2_DN
Curated_gene_sets	HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN	200	30	4.254312095391749e-05	0.033432815481071444	E2F2:LAPTM5:LRRC41:S100A11:HERC4:ZMIZ1:CHST15:LRMP:SELPLG:OAS2:FNDC3A:ISG20:PFAS:NFIC:BCL3:RASGRP3:ZEB2:WIPF1:DOCK10:IFNAR2:AP000295.9:CBS:PLCL2:CCR1:CCR2:GUCY1A3:TNS3:CDK14:DNAJB9:IFRD1:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN
Curated_gene_sets	QI_PLASMACYTOMA_UP	184	28	5.879070545068383e-05	0.03615585834575844	FGR:S100A13:LSP1:TRIM21:SWAP70:ARAP1:ARHGDIB:TMBIM6:APAF1:LSP1:TNFSF13B:ITGB3:ITGB3:ABI3:GNA15:CST7:ITGB2:IL2RB:ARPC4:PLCL2:CCR1:CCR2:IRF1:LY86:LST1:GPSM3:PSMB9:FSCN1:SNX10:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/QI_PLASMACYTOMA_UP
Curated_gene_sets	AMIT_EGF_RESPONSE_120_HELA	47	12	5.9153376679117606e-05	0.03615585834575844	RUNX3:BDNF:PUS3:NDEL1:MATK:JUND:TGFA:OGFR:ARPC4:CDKN1A:LAT2:EPHB4	http://www.gsea-msigdb.org/gsea/msigdb/cards/AMIT_EGF_RESPONSE_120_HELA
Curated_gene_sets	HELLER_HDAC_TARGETS_DN	195	29	6.678808443426394e-05	0.0367401252472886	LAPTM5:LRRC41:S100A11:PFKP:ZMIZ1:CHST15:ARHGDIB:LRMP:SELPLG:GTF3A:ISG20:CDK5R1:MBP:NFIC:RASGRP3:ZEB2:WIPF1:DOCK10:INPP5D:CBS:CRELD2:CCR1:CCR2:MRPL3:SERP1:GUCY1A3:TNS3:DNAJB9:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/HELLER_HDAC_TARGETS_DN
Computational_gene_sets	MODULE_45	403	63	4.2058353619307516e-10	3.608606740536585e-07	PIK3CD:CDA:FGR:LAPTM5:CSF3R:MKNK1:HIST2H2BE:CTSS:S100A11:CD247:SELL:RGS2:SRGN:ZMIZ1:LIPA:CHST15:PTPRE:LSP1:ARAP1:CASP4:ARHGDIB:LRMP:SELPLG:LSP1:PLEKHO2:ISG20:IGSF6:ITGAL:ASGR1:CDK5R1:NR1D1:ITGA2B:SLC9A3R1:ANKRD12:ARID3A:LPAR2:CEACAM3:TRIB2:ARHGAP25:GNLY:STAT4:INPP5D:CST7:ITGB2:CSF2RB:IL2RB:SCO2:TYMP:ARPC4:IQSEC1:PLCL2:CCR1:PFKFB4:METAP1:VCAN:GLRX:IRF1:LY86:LST1:GPSM3:PSMB9:HLA-DMA:ASAH1:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_45
Computational_gene_sets	MODULE_5	256	37	1.3068771156101579e-05	0.004077930528339556	CDA:FGR:LAPTM5:CSF3R:TGFBR3:S100A11:SELL:QSOX1:RGS2:SRGN:LIPA:CASP4:ARHGDIB:PNP:SEC11A:TIMP2:BLVRB:RRAS:CYP27A1:CST7:ITGB2:CSF2RB:TYMP:RFTN1:CCR1:HOPX:MSMO1:VCAN:GLRX:IRF1:LST1:GPSM3:PSMB9:HLA-DMA:CDKN1A:ASAH1:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_5
Computational_gene_sets	MODULE_84	349	46	1.4258498350837606e-05	0.004077930528339556	RUNX3:FGR:LAPTM5:CSF3R:CTSS:S100A11:CD247:CREG1:SELL:SRGN:LIPA:CHST15:PTPRE:LSP1:PLBD1:ARHGDIB:LRMP:LYZ:SELPLG:LSP1:PLEKHO2:ISG20:IGSF6:ITGAL:CXCL16:SLC9A3R1:TIMP2:GNA15:CEACAM3:TRIB2:GNLY:ARHGAP15:STAT4:CYP27A1:CST7:ITGB2:IL2RB:TYMP:CCR1:VCAN:GLRX:IRF1:LST1:GPSM3:HLA-DMA:CDKN1A:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_84
Computational_gene_sets	MODULE_117	242	34	5.2961143627413866e-05	0.009120385084347784	E2F2:MPL:CTSS:CD247:HBG2:BDNF:ARHGDIB:LRMP:NFE2:PRKCH:IGSF6:ARSG:MATK:TNFSF14:KIR2DL3:RASGRP3:GNLY:CXCR2:CYP27A1:CD93:KCNJ15:CSF2RB:IL2RB:LGALS2:CCR2:TXK:GUCY1A3:FAM134B:VCAN:ITK:HIST1H3H:LST1:VNN2:CD36	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_117
Computational_gene_sets	MODULE_46	232	33	5.314909722813394e-05	0.009120385084347784	RUNX3:FGR:CSF3R:CTSS:CD247:CREG1:SELL:KLF6:IRF7:LSP1:PTMS:ARHGDIB:LSP1:ISG20:IGSF6:CDK5R1:TNFSF14:LILRA3:MXD1:TGFA:GNLY:CXCR2:CST7:ADA:ITGB2:CSF2RB:IL2RB:CCR1:CCR2:IRF1:ITK:LY86:LST1:PSMB9	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_46
Computational_gene_sets	MODULE_75	235	33	6.881340702855975e-05	0.009808149344915675	RUNX3:FGR:CSF3R:CTSS:CD247:CREG1:SELL:KLF6:IRF7:LSP1:PTMS:ARHGDIB:LSP1:ISG20:IGSF6:CDK5R1:TNFSF14:MXD1:TGFA:GNLY:CXCR2:CST7:ADA:ITGB2:CSF2RB:IL2RB:CCR1:CCR2:IRF1:ITK:LY86:LST1:PSMB9:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_75
Computational_gene_sets	GNF2_STAT6	71	15	8.001986645036098e-05	0.009808149344915675	LAPTM5:SELL:LSP1:CASP4:ARHGDIB:ARPC3:LSP1:ADPGK:SEC11A:GMIP:INPP5D:SERP1:GPSM3:LAT2:OSTF1:ZCCHC6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_STAT6
Computational_gene_sets	MODULE_27	173	26	0.00013233563440945837	0.013917330635888953	TNFRSF4:CSF3R:MPL:TGFBR3:CD247:PTPRE:PRKCH:IGSF6:ITGAL:ASGR2:ASGR1:CDK5R1:ITGA2B:ITGB3:ITGB3:LILRA3:KIR2DL3:FCAR:CTB-61M7.2:TRIB2:CXCR2:ITGB2:CSF2RB:IL2RB:CCR1:CCR2:EPHB1:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_27
Computational_gene_sets	GNF2_ICAM3	37	10	0.00014598598569114286	0.013917330635888953	SELL:CASP4:GMIP:ARHGAP25:ITGB2:IRF1:LST1:GPSM3:SLA:ZCCHC6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_ICAM3
Computational_gene_sets	MODULE_199	19	7	0.00017629001281462426	0.01512568309949476	CSF3R:MPL:CDK5R1:CSF2RB:IL2RB:EPHB1:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_199
Computational_gene_sets	GNF2_CD53	54	12	0.0002485802894453978	0.018361602873251847	PIK3CD:LAPTM5:SELL:LSP1:ARHGDIB:LSP1:CRLF3:WIPF1:INPP5D:GPSM3:PSMB9:OSTF1:ZCCHC6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_CD53
Computational_gene_sets	GNF2_CARD15	62	13	0.0002568056345909349	0.018361602873251847	CDA:PPT1:CTSS:RGS2:CHST15:PLBD1:IGSF6:LILRA3:CD93:TYMP:CCR1:VCAN:LST1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_CARD15
Computational_gene_sets	GNF2_PECAM1	48	11	0.000337019722872016	0.022243301709553055	PPT1:CTSS:RGS2:CHST15:PLBD1:IGSF6:CD93:ITGB2:TYMP:CCR1:LST1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_PECAM1
Computational_gene_sets	MODULE_63	73	14	0.0004008371474863514	0.02363076404926933	TNFRSF4:CSF3R:TGFBR3:ITGAL:ASGR2:ASGR1:ITGA2B:LILRA3:KIR2DL3:FCAR:CTB-61M7.2:ITGB2:CSF2RB:IL2RB:EPHB1	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_63
Computational_gene_sets	MODULE_64	237	31	0.0004134689643073583	0.02363076404926933	FGR:LAPTM5:CSF3R:CD247:SELL:RGS2:PTPRE:LSP1:LRMP:LSP1:PRKCH:IGSF6:ITGAL:ASGR2:ASGR1:CDK5R1:ITGA2B:SSTR2:GNA15:TNFSF14:TGFA:STAT4:ITGB2:CSF2RB:IL2RB:CCR1:CCR2:PFKFB4:EPHB1:MAK:CDKN1A:SLA	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_64
Computational_gene_sets	MODULE_85	16	6	0.00046820861169880957	0.02363076404926933	CSF3R:MPL:CSF2RB:IL2RB:EPHB1:EPHB4	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_85
Computational_gene_sets	MODULE_259	16	6	0.00046820861169880957	0.02363076404926933	CSF3R:CDK5R1:CSF2RB:IL2RB:EPHB1:CDKN1A	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_259
Computational_gene_sets	GNF2_HCK	84	15	0.0005609742858423032	0.02673977429181645	CDA:FGR:PPT1:CTSS:RGS2:CHST15:PLBD1:IGSF6:GMIP:LILRA3:CD93:ITGB2:TYMP:CCR1:LST1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GNF2_HCK
Computational_gene_sets	MODULE_15	269	33	0.0008647812075936861	0.03905169874291488	LAPTM5:CSF3R:HIST2H2BE:CREG1:SELL:RGS2:SRGN:ZMIZ1:LIPA:LSP1:ARHGDIB:OAS2:LSP1:PNP:CDK5R1:ITGA2B:SLC9A3R1:GNA15:LPIN1:INPP5D:CST7:ADA:NRIP1:ARPC4:MRPL3:HOPX:METAP1:LRBA:GLRX:LST1:GPSM3:PSMB9:HLA-DMA:CCND3	http://www.gsea-msigdb.org/gsea/msigdb/cards/MODULE_15
microRNA_targets	GGCAGCT_MIR22	133	22	0.00010411317094038175	0.023009010777824364	PIK3CD:CLIC4:POGK:RGS2:HERC4:ANKRD13A:FOXN3:ARID3B:CHD9:NDEL1:RAPGEFL1:MBP:FTL:TRIB2:DPY30:THADA:MXD1:MAT2A:BIN1:CLDND1:CDKN1A:TP53INP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GGCAGCT_MIR22
microRNA_targets	GCACTTT_MIR175P_MIR20A_MIR106A_MIR106B_MIR20B_MIR519D	318	39	0.0003027058296467473	0.03344899417596557	YOD1:OSBPL5:ATG2A:FOXJ2:FNDC3A:KLF12:ARID4A:BCL11B:PLEKHO2:TAOK2:CHD9:NFAT5:ZBTB4:NDEL1:ORMDL3:RAPGEFL1:YPEL2:TIMP2:ARHGEF18:SIPA1L3:CCNT2:SPOPL:FAM126B:NCOA3:PREX1:RAB22A:BTG3:PKNOX1:MTMR3:PANX2:SERP1:CLOCK:IRF1:E2F3:CDKN1A:DNAJB9:DNAJB6:TP53INP1:TLE4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GCACTTT_MIR175P_MIR20A_MIR106A_MIR106B_MIR20B_MIR519D
